id,薬価コード,成分名,商品名,薬効分類コード,成分グループ,剤形コード,規格番号,銘柄番号,check_digit,規格,先発後発区分,削除フラグ
199,1129010F2040,エスゾピクロン,エスゾピクロン錠２ｍｇ「ＫＭＰ」,1129,10,F,2,4,0,２ｍｇ１錠,後発,False
200,1129010F2059,エスゾピクロン,エスゾピクロン錠２ｍｇ「ＮＰＩ」,1129,10,F,2,5,9,２ｍｇ１錠,後発,False
201,1129010F2156,エスゾピクロン,エスゾピクロン錠２ｍｇ「明治」,1129,10,F,2,15,6,２ｍｇ１錠,後発,False
202,1129010F3012,エスゾピクロン,エスゾピクロン３ｍｇ錠,1129,10,F,3,1,2,３ｍｇ１錠,後発,False
203,1129010F3020,エスゾピクロン,ルネスタ錠３ｍｇ,1129,10,F,3,2,0,３ｍｇ１錠,先発,False
204,1129010F3047,エスゾピクロン,エスゾピクロン錠３ｍｇ「ＫＭＰ」,1129,10,F,3,4,7,３ｍｇ１錠,後発,False
205,1129010F3055,エスゾピクロン,エスゾピクロン錠３ｍｇ「ＮＰＩ」,1129,10,F,3,5,5,３ｍｇ１錠,後発,False
206,1129010F3071,エスゾピクロン,エスゾピクロン錠３ｍｇ「ＹＤ」,1129,10,F,3,7,1,３ｍｇ１錠,後発,False
207,1129010F3080,エスゾピクロン,エスゾピクロン錠３ｍｇ「アメル」,1129,10,F,3,8,0,３ｍｇ１錠,後発,False
208,1129010F3098,エスゾピクロン,エスゾピクロン錠３ｍｇ「杏林」,1129,10,F,3,9,8,３ｍｇ１錠,後発,False
209,1129010F3128,エスゾピクロン,エスゾピクロン錠３ｍｇ「トーワ」,1129,10,F,3,12,8,３ｍｇ１錠,後発,False
210,1129010F3136,エスゾピクロン,エスゾピクロン錠３ｍｇ「日新」,1129,10,F,3,13,6,３ｍｇ１錠,後発,False
211,1129010F3152,エスゾピクロン,エスゾピクロン錠３ｍｇ「明治」,1129,10,F,3,15,2,３ｍｇ１錠,後発,False
212,1131001A1038,アセチルフェネトライド,クランポール末,1131,1,A,1,3,8,１ｇ,その他,False
213,1131001F1035,アセチルフェネトライド,クランポール錠２００ｍｇ,1131,1,F,1,3,5,２００ｍｇ１錠,その他,False
214,1132001A1035,エトトイン,アクセノン末,1132,1,A,1,3,5,１ｇ,その他,False
215,1132002B1019,フェニトイン,フェニトイン散,1132,2,B,1,1,9,１０％１ｇ,その他,False
216,1132002F1010,フェニトイン,フェニトイン錠,1132,2,F,1,1,0,２５ｍｇ１錠,その他,False
217,1132002F1037,フェニトイン,アレビアチン錠２５ｍｇ,1132,2,F,1,3,7,２５ｍｇ１錠,その他,False
218,1132002F2017,フェニトイン,フェニトイン錠,1132,2,F,2,1,7,１００ｍｇ１錠,その他,False
219,1132002F2041,フェニトイン,アレビアチン錠１００ｍｇ,1132,2,F,2,4,1,１００ｍｇ１錠,その他,False
220,1133002B1032,トリメタジオン,ミノアレ散６６．７％,1133,2,B,1,3,2,６６．７％１ｇ,その他,False
221,1135002C1059,プリミドン,プリミドン細粒９９．５％「日医工」,1135,2,C,1,5,9,９９．５％１ｇ,その他,False
222,1135002F1055,プリミドン,プリミドン錠２５０ｍｇ「日医工」,1135,2,F,1,5,5,２５０ｍｇ１錠,その他,False
223,1137001F1039,スルチアム,オスポロット錠５０ｍｇ,1137,1,F,1,3,9,５０ｍｇ１錠,その他,False
224,1137001F2035,スルチアム,オスポロット錠２００ｍｇ,1137,1,F,2,3,5,２００ｍｇ１錠,その他,False
225,1139001B1031,エトスクシミド,エピレオプチマル散５０％,1139,1,B,1,3,1,５０％１ｇ,その他,False
226,1139001Q1042,エトスクシミド,ザロンチンシロップ５％,1139,1,Q,1,4,2,５％１ｍＬ,その他,False
227,1139002C1066,カルバマゼピン,カルバマゼピン細粒５０％「アメル」,1139,2,C,1,6,6,５０％１ｇ,その他,False
228,1139002C1082,カルバマゼピン,テグレトール細粒５０％,1139,2,C,1,8,2,５０％１ｇ,その他,False
229,1139002C1090,カルバマゼピン,カルバマゼピン細粒５０％「フジナガ」,1139,2,C,1,9,0,５０％１ｇ,その他,False
230,1139002F1062,カルバマゼピン,テグレトール錠２００ｍｇ,1139,2,F,1,6,2,２００ｍｇ１錠,その他,False
231,1139002F1070,カルバマゼピン,カルバマゼピン錠２００ｍｇ「アメル」,1139,2,F,1,7,0,２００ｍｇ１錠,後発,False
232,1139002F1100,カルバマゼピン,カルバマゼピン錠２００ｍｇ「フジナガ」,1139,2,F,1,10,0,２００ｍｇ１錠,後発,False
233,1139002F2018,カルバマゼピン,カルバマゼピン１００ｍｇ錠,1139,2,F,2,1,8,１００ｍｇ１錠,後発,False
234,1139002F2026,カルバマゼピン,テグレトール錠１００ｍｇ,1139,2,F,2,2,6,１００ｍｇ１錠,先発,False
235,1139003C1044,クロナゼパム,リボトリール細粒０．１％,1139,3,C,1,4,4,０．１％１ｇ,先発,False
236,1139003C1052,クロナゼパム,ランドセン細粒０．１％,1139,3,C,1,5,2,０．１％１ｇ,先発,False
237,1139003C2040,クロナゼパム,リボトリール細粒０．５％,1139,3,C,2,4,0,０．５％１ｇ,先発,False
238,1139003C2059,クロナゼパム,ランドセン細粒０．５％,1139,3,C,2,5,9,０．５％１ｇ,先発,False
239,1139003F1040,クロナゼパム,リボトリール錠０．５ｍｇ,1139,3,F,1,4,0,０．５ｍｇ１錠,先発,False
240,1139003F1059,クロナゼパム,ランドセン錠０．５ｍｇ,1139,3,F,1,5,9,０．５ｍｇ１錠,先発,False
241,1139003F2047,クロナゼパム,リボトリール錠１ｍｇ,1139,3,F,2,4,7,１ｍｇ１錠,先発,False
242,1139003F2055,クロナゼパム,ランドセン錠１ｍｇ,1139,3,F,2,5,5,１ｍｇ１錠,先発,False
243,1139003F3043,クロナゼパム,リボトリール錠２ｍｇ,1139,3,F,3,4,3,２ｍｇ１錠,先発,False
244,1139003F3051,クロナゼパム,ランドセン錠２ｍｇ,1139,3,F,3,5,1,２ｍｇ１錠,先発,False
245,1139004C1049,バルプロ酸ナトリウム,バルプロ酸ナトリウム細粒２０％「ＥＭＥＣ」,1139,4,C,1,4,9,２０％１ｇ,後発,False
246,1139004C1057,バルプロ酸ナトリウム,デパケン細粒２０％,1139,4,C,1,5,7,２０％１ｇ,先発,False
247,1139004C2061,バルプロ酸ナトリウム,デパケン細粒４０％,1139,4,C,2,6,1,４０％１ｇ,先発,False
248,1139004C2070,バルプロ酸ナトリウム,バルプロ酸ナトリウム細粒４０％「ＥＭＥＣ」,1139,4,C,2,7,0,４０％１ｇ,後発,False
249,1139004D1052,バルプロ酸ナトリウム,セレニカＲ顆粒４０％,1139,4,D,1,5,2,４０％１ｇ,先発,False
250,1139004D1087,バルプロ酸ナトリウム,バルプロ酸Ｎａ徐放顆粒４０％「フジナガ」,1139,4,D,1,8,7,４０％１ｇ,後発,False
251,1139004F1010,バルプロ酸ナトリウム,バルプロ酸ナトリウム１００ｍｇ錠,1139,4,F,1,1,0,１００ｍｇ１錠,後発,False
252,1139004F1096,バルプロ酸ナトリウム,デパケン錠１００ｍｇ,1139,4,F,1,9,6,１００ｍｇ１錠,先発,False
253,1139004F1118,バルプロ酸ナトリウム,バルプロ酸Ｎａ錠１００ｍｇ「フジナガ」,1139,4,F,1,11,8,１００ｍｇ１錠,後発,False
254,1139004F2165,バルプロ酸ナトリウム,バルプロ酸ナトリウム錠２００ｍｇ「アメル」,1139,4,F,2,16,5,２００ｍｇ１錠,後発,False
255,1139004F2173,バルプロ酸ナトリウム,デパケン錠２００ｍｇ,1139,4,F,2,17,3,２００ｍｇ１錠,先発,False
256,1139004F2190,バルプロ酸ナトリウム,バルプロ酸Ｎａ錠２００ｍｇ「フジナガ」,1139,4,F,2,19,0,２００ｍｇ１錠,後発,False
257,1139004F2203,バルプロ酸ナトリウム,バルプロ酸ナトリウム錠２００ｍｇ「ＤＳＰ」,1139,4,F,2,20,3,２００ｍｇ１錠,後発,False
258,1139004G1016,バルプロ酸ナトリウム,バルプロ酸ナトリウム１００ｍｇ徐放錠,1139,4,G,1,1,6,１００ｍｇ１錠,後発,False
259,1139004G1040,バルプロ酸ナトリウム,デパケンＲ錠１００ｍｇ,1139,4,G,1,4,0,１００ｍｇ１錠,先発,False
260,1139004G1067,バルプロ酸ナトリウム,バルプロ酸ナトリウムＳＲ錠１００ｍｇ「アメル」,1139,4,G,1,6,7,１００ｍｇ１錠,後発,False
261,1139004G2012,バルプロ酸ナトリウム,バルプロ酸ナトリウム２００ｍｇ徐放錠,1139,4,G,2,1,2,２００ｍｇ１錠,後発,False
262,1139004G2039,バルプロ酸ナトリウム,セレニカＲ錠２００ｍｇ,1139,4,G,2,3,9,２００ｍｇ１錠,先発,False
263,1139004G2055,バルプロ酸ナトリウム,バルプロ酸ナトリウムＳＲ錠２００ｍｇ「アメル」,1139,4,G,2,5,5,２００ｍｇ１錠,後発,False
264,1139004G2063,バルプロ酸ナトリウム,デパケンＲ錠２００ｍｇ,1139,4,G,2,6,3,２００ｍｇ１錠,先発,False
265,1139004G3027,バルプロ酸ナトリウム,セレニカＲ錠４００ｍｇ,1139,4,G,3,2,7,４００ｍｇ１錠,先発,False
266,1139004Q1011,バルプロ酸ナトリウム,バルプロ酸ナトリウム５％シロップ,1139,4,Q,1,1,1,５％１ｍＬ,後発,False
267,1139004Q1100,バルプロ酸ナトリウム,デパケンシロップ５％,1139,4,Q,1,10,0,５％１ｍＬ,先発,False
268,1139004Q1119,バルプロ酸ナトリウム,バルプロ酸ナトリウムシロップ５％「日医工」,1139,4,Q,1,11,9,５％１ｍＬ,後発,False
269,1139005B1013,ゾニサミド,ゾニサミド２０％散,1139,5,B,1,1,3,２０％１ｇ,後発,False
270,1139005B1048,ゾニサミド,エクセグラン散２０％,1139,5,B,1,4,8,２０％１ｇ,先発,False
271,1139005F1015,ゾニサミド,ゾニサミド１００ｍｇ錠,1139,5,F,1,1,5,１００ｍｇ１錠,後発,False
272,1139005F1023,ゾニサミド,エクセグラン錠１００ｍｇ,1139,5,F,1,2,3,１００ｍｇ１錠,先発,False
273,1139006C1030,クロバザム,マイスタン細粒１％,1139,6,C,1,3,0,１％１ｇ,先発,False
274,1139006F1028,クロバザム,マイスタン錠５ｍｇ,1139,6,F,1,2,8,５ｍｇ１錠,先発,False
275,1139006F2024,クロバザム,マイスタン錠１０ｍｇ,1139,6,F,2,2,4,１０ｍｇ１錠,先発,False
276,1139007F1022,ガバペンチン,ガバペン錠２００ｍｇ,1139,7,F,1,2,2,２００ｍｇ１錠,先発,False
277,1139007F2029,ガバペンチン,ガバペン錠３００ｍｇ,1139,7,F,2,2,9,３００ｍｇ１錠,先発,False
278,1139007F3025,ガバペンチン,ガバペン錠４００ｍｇ,1139,7,F,3,2,5,４００ｍｇ１錠,先発,False
279,1139007Q1023,ガバペンチン,ガバペンシロップ５％,1139,7,Q,1,2,3,５％１ｍＬ,先発,False
280,1139008C1020,トピラマート,トピナ細粒１０％,1139,8,C,1,2,0,１０％１ｇ,先発,False
281,1139008F1027,トピラマート,トピナ錠５０ｍｇ,1139,8,F,1,2,7,５０ｍｇ１錠,先発,False
282,1139008F1035,トピラマート,トピラマート錠５０ｍｇ「アメル」,1139,8,F,1,3,5,５０ｍｇ１錠,後発,False
283,1139008F2023,トピラマート,トピナ錠１００ｍｇ,1139,8,F,2,2,3,１００ｍｇ１錠,先発,False
284,1139008F2031,トピラマート,トピラマート錠１００ｍｇ「アメル」,1139,8,F,2,3,1,１００ｍｇ１錠,後発,False
285,1139008F3020,トピラマート,トピナ錠２５ｍｇ,1139,8,F,3,2,0,２５ｍｇ１錠,先発,False
286,1139008F3038,トピラマート,トピラマート錠２５ｍｇ「アメル」,1139,8,F,3,3,8,２５ｍｇ１錠,後発,False
287,1139009F1013,ラモトリギン,ラモトリギン２ｍｇ錠,1139,9,F,1,1,3,２ｍｇ１錠,後発,False
288,1139009F1021,ラモトリギン,ラミクタール錠小児用２ｍｇ,1139,9,F,1,2,1,２ｍｇ１錠,先発,False
289,1139009F2010,ラモトリギン,ラモトリギン５ｍｇ錠,1139,9,F,2,1,0,５ｍｇ１錠,後発,False
290,1139009F2028,ラモトリギン,ラミクタール錠小児用５ｍｇ,1139,9,F,2,2,8,５ｍｇ１錠,先発,False
291,1139009F3016,ラモトリギン,ラモトリギン２５ｍｇ錠,1139,9,F,3,1,6,２５ｍｇ１錠,後発,False
292,1139009F3024,ラモトリギン,ラミクタール錠２５ｍｇ,1139,9,F,3,2,4,２５ｍｇ１錠,先発,False
293,1139009F3032,ラモトリギン,ラモトリギン錠２５ｍｇ「ＪＧ」,1139,9,F,3,3,2,２５ｍｇ１錠,後発,False
294,1139009F3040,ラモトリギン,ラモトリギン錠２５ｍｇ「アメル」,1139,9,F,3,4,0,２５ｍｇ１錠,後発,False
295,1139009F3059,ラモトリギン,ラモトリギン錠２５ｍｇ「サワイ」,1139,9,F,3,5,9,２５ｍｇ１錠,後発,False
296,1139009F3067,ラモトリギン,ラモトリギン錠２５ｍｇ「トーワ」,1139,9,F,3,6,7,２５ｍｇ１錠,後発,False
297,1139009F4020,ラモトリギン,ラミクタール錠１００ｍｇ,1139,9,F,4,2,0,１００ｍｇ１錠,先発,False
298,1139009F4039,ラモトリギン,ラモトリギン錠１００ｍｇ「ＪＧ」,1139,9,F,4,3,9,１００ｍｇ１錠,後発,False
299,1139009F4047,ラモトリギン,ラモトリギン錠１００ｍｇ「アメル」,1139,9,F,4,4,7,１００ｍｇ１錠,後発,False
300,1139009F4055,ラモトリギン,ラモトリギン錠１００ｍｇ「サワイ」,1139,9,F,4,5,5,１００ｍｇ１錠,後発,False
301,1139009F4063,ラモトリギン,ラモトリギン錠１００ｍｇ「トーワ」,1139,9,F,4,6,3,１００ｍｇ１錠,後発,False
302,1139009F4071,ラモトリギン,ラモトリギン錠１００ｍｇ「日医工」,1139,9,F,4,7,1,１００ｍｇ１錠,後発,False
303,1139010F1024,レベチラセタム,イーケプラ錠２５０ｍｇ,1139,10,F,1,2,4,２５０ｍｇ１錠,先発,False
304,1139010F1032,レベチラセタム,レベチラセタム錠２５０ｍｇ「ＪＧ」,1139,10,F,1,3,2,２５０ｍｇ１錠,後発,False
305,1139010F1040,レベチラセタム,レベチラセタム錠２５０ｍｇ「ＶＴＲＳ」,1139,10,F,1,4,0,２５０ｍｇ１錠,後発,False
306,1139010F1059,レベチラセタム,レベチラセタム錠２５０ｍｇ「アメル」,1139,10,F,1,5,9,２５０ｍｇ１錠,後発,False
307,1139010F1067,レベチラセタム,レベチラセタム錠２５０ｍｇ「杏林」,1139,10,F,1,6,7,２５０ｍｇ１錠,後発,False
308,1139010F1075,レベチラセタム,レベチラセタム錠２５０ｍｇ「サワイ」,1139,10,F,1,7,5,２５０ｍｇ１錠,後発,False
309,1139010F1083,レベチラセタム,レベチラセタム錠２５０ｍｇ「タカタ」,1139,10,F,1,8,3,２５０ｍｇ１錠,後発,False
310,1139010F1091,レベチラセタム,レベチラセタム錠２５０ｍｇ「トーワ」,1139,10,F,1,9,1,２５０ｍｇ１錠,後発,False
311,1139010F1105,レベチラセタム,レベチラセタム錠２５０ｍｇ「日医工」,1139,10,F,1,10,5,２５０ｍｇ１錠,後発,False
312,1139010F1113,レベチラセタム,レベチラセタム錠２５０ｍｇ「日新」,1139,10,F,1,11,3,２５０ｍｇ１錠,後発,False
313,1139010F1121,レベチラセタム,レベチラセタム錠２５０ｍｇ「フェルゼン」,1139,10,F,1,12,1,２５０ｍｇ１錠,後発,False
314,1139010F1130,レベチラセタム,レベチラセタム錠２５０ｍｇ「明治」,1139,10,F,1,13,0,２５０ｍｇ１錠,後発,False
315,1139010F1148,レベチラセタム,レベチラセタム錠２５０ｍｇ「サンド」,1139,10,F,1,14,8,２５０ｍｇ１錠,後発,False
316,1139010F2020,レベチラセタム,イーケプラ錠５００ｍｇ,1139,10,F,2,2,0,５００ｍｇ１錠,先発,False
317,1139010F2039,レベチラセタム,レベチラセタム錠５００ｍｇ「ＪＧ」,1139,10,F,2,3,9,５００ｍｇ１錠,後発,False
318,1139010F2047,レベチラセタム,レベチラセタム錠５００ｍｇ「ＶＴＲＳ」,1139,10,F,2,4,7,５００ｍｇ１錠,後発,False
319,1139010F2055,レベチラセタム,レベチラセタム錠５００ｍｇ「アメル」,1139,10,F,2,5,5,５００ｍｇ１錠,後発,False
320,1139010F2063,レベチラセタム,レベチラセタム錠５００ｍｇ「杏林」,1139,10,F,2,6,3,５００ｍｇ１錠,後発,False
321,1139010F2071,レベチラセタム,レベチラセタム錠５００ｍｇ「サワイ」,1139,10,F,2,7,1,５００ｍｇ１錠,後発,False
322,1139010F2080,レベチラセタム,レベチラセタム錠５００ｍｇ「タカタ」,1139,10,F,2,8,0,５００ｍｇ１錠,後発,False
323,1139010F2098,レベチラセタム,レベチラセタム錠５００ｍｇ「トーワ」,1139,10,F,2,9,8,５００ｍｇ１錠,後発,False
324,1139010F2101,レベチラセタム,レベチラセタム錠５００ｍｇ「日医工」,1139,10,F,2,10,1,５００ｍｇ１錠,後発,False
325,1139010F2110,レベチラセタム,レベチラセタム錠５００ｍｇ「日新」,1139,10,F,2,11,0,５００ｍｇ１錠,後発,False
326,1139010F2128,レベチラセタム,レベチラセタム錠５００ｍｇ「フェルゼン」,1139,10,F,2,12,8,５００ｍｇ１錠,後発,False
327,1139010F2136,レベチラセタム,レベチラセタム錠５００ｍｇ「明治」,1139,10,F,2,13,6,５００ｍｇ１錠,後発,False
328,1139010F2144,レベチラセタム,レベチラセタム錠５００ｍｇ「サンド」,1139,10,F,2,14,4,５００ｍｇ１錠,後発,False
329,1139010F3027,レベチラセタム,レベチラセタム粒状錠２５０ｍｇ「サワイ」,1139,10,F,3,2,7,２５０ｍｇ１包,後発,False
330,1139010F4023,レベチラセタム,レベチラセタム粒状錠５００ｍｇ「サワイ」,1139,10,F,4,2,3,５００ｍｇ１包,後発,False
331,1139010R1020,レベチラセタム,イーケプラドライシロップ５０％,1139,10,R,1,2,0,５０％１ｇ,先発,False
332,1139010R1039,レベチラセタム,レベチラセタムドライシロップ５０％「ＪＧ」,1139,10,R,1,3,9,５０％１ｇ,後発,False
333,1139010R1047,レベチラセタム,レベチラセタムドライシロップ５０％「ＹＤ」,1139,10,R,1,4,7,５０％１ｇ,後発,False
334,1139010R1055,レベチラセタム,レベチラセタムＤＳ５０％「杏林」,1139,10,R,1,5,5,５０％１ｇ,後発,False
335,1139010R1063,レベチラセタム,レベチラセタムＤＳ５０％「サワイ」,1139,10,R,1,6,3,５０％１ｇ,後発,False
336,1139010R1071,レベチラセタム,レベチラセタムＤＳ５０％「タカタ」,1139,10,R,1,7,1,５０％１ｇ,後発,False
337,1139010R1080,レベチラセタム,レベチラセタムＤＳ５０％「トーワ」,1139,10,R,1,8,0,５０％１ｇ,後発,False
338,1139010R1098,レベチラセタム,レベチラセタムドライシロップ５０％「日医工」,1139,10,R,1,9,8,５０％１ｇ,後発,False
339,1139010R1101,レベチラセタム,レベチラセタムドライシロップ５０％「日新」,1139,10,R,1,10,1,５０％１ｇ,後発,False
340,1139010R1110,レベチラセタム,レベチラセタムドライシロップ５０％「明治」,1139,10,R,1,11,0,５０％１ｇ,後発,False
341,1139011M1028,スチリペントール,ディアコミットカプセル２５０ｍｇ,1139,11,M,1,2,8,２５０ｍｇ１カプセル,先発,False
342,1139011R1025,スチリペントール,ディアコミットドライシロップ分包２５０ｍｇ,1139,11,R,1,2,5,２５０ｍｇ１包,先発,False
343,1139011R2021,スチリペントール,ディアコミットドライシロップ分包５００ｍｇ,1139,11,R,2,2,1,５００ｍｇ１包,先発,False
344,1139012F1023,ルフィナミド,イノベロン錠１００ｍｇ,1139,12,F,1,2,3,１００ｍｇ１錠,先発,False
