id,変換前(商品名/誤字),変換後(成分名)
7491,リスパダール　コンスタ筋注用２５ｍｇ,リスペリドン
7492,リスパダール　コンスタ筋注用３７．５ｍｇ,リスペリドン
7493,リスパダール　コンスタ筋注用５０ｍｇ,リスペリドン
7494,ジプレキサ筋注用１０ｍｇ,オランザピン
7495,ゼプリオン水懸筋注２５ｍｇシリンジ,パリペリドンパルミチン酸エステル
7496,ゼプリオン水懸筋注５０ｍｇシリンジ,パリペリドンパルミチン酸エステル
7497,ゼプリオン水懸筋注７５ｍｇシリンジ,パリペリドンパルミチン酸エステル
7498,ゼプリオン水懸筋注１００ｍｇシリンジ,パリペリドンパルミチン酸エステル
7499,ゼプリオン水懸筋注１５０ｍｇシリンジ,パリペリドンパルミチン酸エステル
7500,ゼプリオンＴＲＩ水懸筋注１７５ｍｇシリンジ,パリペリドンパルミチン酸エステル
7501,ゼプリオンＴＲＩ水懸筋注２６３ｍｇシリンジ,パリペリドンパルミチン酸エステル
7502,ゼプリオンＴＲＩ水懸筋注３５０ｍｇシリンジ,パリペリドンパルミチン酸エステル
7503,ゼプリオンＴＲＩ水懸筋注５２５ｍｇシリンジ,パリペリドンパルミチン酸エステル
7504,エビリファイ持続性水懸筋注用３００ｍｇ,アリピプラゾール水和物
7505,エビリファイ持続性水懸筋注用４００ｍｇ,アリピプラゾール水和物
7506,エビリファイ持続性水懸筋注用３００ｍｇシリンジ,アリピプラゾール水和物
7507,エビリファイ持続性水懸筋注用４００ｍｇシリンジ,アリピプラゾール水和物
7508,エダラボン３０ｍｇ２０ｍＬ注射液,エダラボン
7509,ラジカット注３０ｍｇ,エダラボン
7510,エダラボン点滴静注液３０ｍｇ「ＮＳ」,エダラボン
7511,エダラボン点滴静注液３０ｍｇ「ケミファ」,エダラボン
7512,エダラボン点滴静注液３０ｍｇ「日医工」,エダラボン
7513,エダラボン３０ｍｇ１００ｍＬキット,エダラボン
7514,ラジカット点滴静注バッグ３０ｍｇ,エダラボン
7515,エダラボン点滴静注３０ｍｇバッグ「アイロム」,エダラボン
7516,エダラボン点滴静注３０ｍｇバッグ「タカタ」,エダラボン
7517,エダラボン点滴静注液３０ｍｇバッグ「ＮＰ」,エダラボン
7518,エダラボン点滴静注液３０ｍｇバッグ「明治」,エダラボン
7519,エダラボン点滴静注バッグ３０ｍｇ「ＮＳ」,エダラボン
7520,エダラボン点滴静注３０ｍｇバッグ「トーワ」,エダラボン
7521,タイサブリ点滴静注３００ｍｇ,ナタリズマブ（遺伝子組換え）
7522,スピンラザ髄注１２ｍｇ,ヌシネルセンナトリウム
7523,エムガルティ皮下注１２０ｍｇシリンジ,ガルカネズマブ（遺伝子組換え）
7524,エムガルティ皮下注１２０ｍｇオートインジェクター,ガルカネズマブ（遺伝子組換え）
7525,ケシンプタ皮下注２０ｍｇペン,オファツムマブ（遺伝子組換え）
7526,アイモビーグ皮下注７０ｍｇペン,エレヌマブ（遺伝子組換え）
7527,アジョビ皮下注２２５ｍｇシリンジ,フレマネズマブ（遺伝子組換え）
7528,アジョビ皮下注２２５ｍｇオートインジェクター,フレマネズマブ（遺伝子組換え）
7529,レケンビ点滴静注２００ｍｇ,レカネマブ（遺伝子組換え）
7530,レケンビ点滴静注５００ｍｇ,レカネマブ（遺伝子組換え）
7531,ケサンラ点滴静注液３５０ｍｇ,ドナネマブ（遺伝子組換え）
7532,ロゼバラミン筋注用２５ｍｇ,メコバラミン
7533,クアルソディ髄注１００ｍｇ,トフェルセン
7534,プロカイン塩酸塩注射液,プロカイン塩酸塩
7535,キシロカイン注射液「０．５％」エピレナミン（１：１００，０００）含有,リドカイン塩酸塩・アドレナリン
7536,キシロカイン注射液「１％」エピレナミン（１：１００，０００）含有,リドカイン塩酸塩・アドレナリン
7537,キシロカイン注射液「２％」エピレナミン（１：８０，０００）含有,リドカイン塩酸塩・アドレナリン
7538,キシロカイン注ポリアンプ０．５％,リドカイン塩酸塩
7539,リドカイン塩酸塩注０．５％「日新」,リドカイン塩酸塩
7540,リドカイン塩酸塩注射液０．５％「ＶＴＲＳ」,リドカイン塩酸塩
7541,キシロカイン注ポリアンプ１％,リドカイン塩酸塩
7542,リドカイン塩酸塩注１％「日新」,リドカイン塩酸塩
7543,リドカイン塩酸塩注射液１％「ＶＴＲＳ」,リドカイン塩酸塩
7544,キシロカイン注ポリアンプ２％,リドカイン塩酸塩
7545,リドカイン塩酸塩注２％「日新」,リドカイン塩酸塩
7546,リドカイン塩酸塩注射液２％「ＶＴＲＳ」,リドカイン塩酸塩
7547,キシロカイン注シリンジ０．５％,リドカイン塩酸塩
7548,キシロカイン注シリンジ１％,リドカイン塩酸塩
7549,リドカイン注射液,リドカイン
7550,キシロカイン注射液０．５％,リドカイン
7551,キシロカイン注射液１％,リドカイン
7552,キシロカイン注射液２％,リドカイン
7553,静注用キシロカイン２％,リドカイン
7554,メピバカイン塩酸塩注射液,メピバカイン塩酸塩
7555,０．５％カルボカイン注,メピバカイン塩酸塩
7556,１％カルボカイン注,メピバカイン塩酸塩
7557,２％カルボカイン注,メピバカイン塩酸塩
7558,マーカイン注０．１２５％,ブピバカイン塩酸塩水和物
7559,マーカイン注０．２５％,ブピバカイン塩酸塩水和物
7560,マーカイン注０．５％,ブピバカイン塩酸塩水和物
7561,マーカイン注脊麻用０．５％高比重,ブピバカイン塩酸塩水和物
7562,マーカイン注脊麻用０．５％等比重,ブピバカイン塩酸塩水和物
7563,リドカイン点滴静注液１％「タカタ」,リドカイン
7564,アナペイン注２ｍｇ／ｍＬ,ロピバカイン塩酸塩水和物
7565,アナペイン注７．５ｍｇ／ｍＬ,ロピバカイン塩酸塩水和物
7566,ロピバカイン塩酸塩０．７５％注７５ｍｇ／１０ｍＬ「テルモ」,ロピバカイン塩酸塩水和物
7567,ロピバカイン塩酸塩０．７５％注１５０ｍｇ／２０ｍＬ「テルモ」,ロピバカイン塩酸塩水和物
7568,アナペイン注１０ｍｇ／ｍＬ,ロピバカイン塩酸塩水和物
7569,０．５％塩酸メピバカイン注ＰＢ,メピバカイン塩酸塩
7570,メピバカイン塩酸塩注０．５％「日新」,メピバカイン塩酸塩
7571,１％塩酸メピバカイン注ＰＢ,メピバカイン塩酸塩
7572,メピバカイン塩酸塩注１％「日新」,メピバカイン塩酸塩
7573,２％塩酸メピバカイン注ＰＢ,メピバカイン塩酸塩
7574,メピバカイン塩酸塩注２％「日新」,メピバカイン塩酸塩
7575,塩酸メピバカイン注シリンジ０．５％「ＮＰ」,メピバカイン塩酸塩
7576,メピバカイン塩酸塩注射液０．５％シリンジ５０ｍｇ／１０ｍＬ「ＮＰ」,メピバカイン塩酸塩
7577,塩酸メピバカイン注シリンジ１％「ＮＰ」,メピバカイン塩酸塩
7578,メピバカイン塩酸塩注射液１％シリンジ１００ｍｇ／１０ｍＬ「ＮＰ」,メピバカイン塩酸塩
7579,塩酸メピバカイン注シリンジ２％「ＮＰ」,メピバカイン塩酸塩
7580,メピバカイン塩酸塩注射液２％シリンジ２００ｍｇ／１０ｍＬ「ＮＰ」,メピバカイン塩酸塩
7581,ポプスカイン０．２５％注２５ｍｇ／１０ｍＬ,塩酸レボブピバカイン
7582,ポプスカイン０．７５％注７５ｍｇ／１０ｍＬ,塩酸レボブピバカイン
7583,ポプスカイン０．７５％注１５０ｍｇ／２０ｍＬ,塩酸レボブピバカイン
7584,ポプスカイン０．５％注５０ｍｇ／１０ｍＬ,塩酸レボブピバカイン
7585,ポプスカイン０．２５％注シリンジ２５ｍｇ／１０ｍＬ,塩酸レボブピバカイン
7586,ポプスカイン０．７５％注シリンジ７５ｍｇ／１０ｍＬ,塩酸レボブピバカイン
7587,ポプスカイン０．２５％注バッグ２５０ｍｇ／１００ｍＬ,塩酸レボブピバカイン
7588,ポプスカイン０．５％注シリンジ５０ｍｇ／１０ｍＬ,塩酸レボブピバカイン
7589,スキサメトニウム塩化物注射液,スキサメトニウム塩化物水和物
7590,スキサメトニウム注４０「マルイシ」,スキサメトニウム塩化物水和物
7591,スキサメトニウム注１００「マルイシ」,スキサメトニウム塩化物水和物
7592,注射用スキサメトニウム塩化物,スキサメトニウム塩化物水和物
7593,ロキシーン注２ｍｇ,プリジノールメシル酸塩
7594,ダントリウム静注用２０ｍｇ,ダントロレンナトリウム水和物
7595,ボトックス注用５０単位,Ａ型ボツリヌス毒素
7596,ボトックス注用１００単位,Ａ型ボツリヌス毒素
7597,エスラックス静注２５ｍｇ／２．５ｍＬ,ロクロニウム臭化物
7598,ロクロニウム臭化物静注液２５ｍｇ／２．５ｍＬ「Ｆ」,ロクロニウム臭化物
7599,ロクロニウム臭化物静注液２５ｍｇ／２．５ｍＬ「マルイシ」,ロクロニウム臭化物
7600,エスラックス静注５０ｍｇ／５．０ｍＬ,ロクロニウム臭化物
7601,ロクロニウム臭化物静注液５０ｍｇ／５．０ｍＬ「Ｆ」,ロクロニウム臭化物
7602,ロクロニウム臭化物静注液５０ｍｇ／５．０ｍＬ「マルイシ」,ロクロニウム臭化物
7603,ナーブロック筋注２５００単位,Ｂ型ボツリヌス毒素
7604,ゼオマイン筋注用５０単位,インコボツリヌストキシンＡ
7605,ゼオマイン筋注用１００単位,インコボツリヌストキシンＡ
7606,ゼオマイン筋注用２００単位,インコボツリヌストキシンＡ
7607,注射用アセチルコリン塩化物,アセチルコリン塩化物
7608,ネオスチグミンメチル硫酸塩注射液,ネオスチグミンメチル硫酸塩
7609,アトワゴリバース静注シリンジ６ｍＬ,ネオスチグミンメチル硫酸塩・アトロピン硫酸塩水和物
7610,ブチルスコポラミン臭化物２％１ｍＬ注射液,ブチルスコポラミン臭化物
7611,ブスコパン注２０ｍｇ,ブチルスコポラミン臭化物
7612,ブチルスコポラミン臭化物注２０ｍｇ「ＮＰ」,ブチルスコポラミン臭化物
7613,ブチルスコポラミン臭化物注２０ｍｇシリンジ「ＮＰ」,ブチルスコポラミン臭化物
7614,アトロピン硫酸塩注射液,アトロピン硫酸塩水和物
7615,アトロピン注０．０５％シリンジ「テルモ」,アトロピン硫酸塩水和物
7616,パパベリン塩酸塩注射液,パパベリン塩酸塩
7617,静注用マグネゾール２０ｍＬ,硫酸マグネシウム水和物・ブドウ糖
7618,硫酸マグネシウム注射液,硫酸マグネシウム水和物
7619,セスデン注７．５ｍｇ,チメピジウム臭化物水和物
7620,ギャバロン髄注０．００５％,バクロフェン
7621,ギャバロン髄注０．０５％,バクロフェン
7622,ギャバロン髄注０．２％,バクロフェン
7623,オンパットロ点滴静注２ｍｇ／ｍＬ,パチシランナトリウム
7624,アムヴトラ皮下注２５ｍｇシリンジ,ブトリシランナトリウム
7625,コルスバ静注透析用シリンジ１７．５μｇ,ジフェリケファリン酢酸塩
7626,コルスバ静注透析用シリンジ２５．０μｇ,ジフェリケファリン酢酸塩
7627,コルスバ静注透析用シリンジ３５．０μｇ,ジフェリケファリン酢酸塩
7628,ビスダイン静注用１５ｍｇ,ベルテポルフィン
7629,ルセンティス硝子体内注射液１０ｍｇ／ｍＬ,ラニビズマブ（遺伝子組換え）
7630,ルセンティス硝子体内注射用キット１０ｍｇ／ｍＬ,ラニビズマブ（遺伝子組換え）
7631,マキュエイド眼注用４０ｍｇ,トリアムシノロンアセトニド
7632,アイリーア硝子体内注射液４０ｍｇ／ｍＬ,アフリベルセプト（遺伝子組換え）
7633,アイリーア８ｍｇ硝子体内注射液１１４．３ｍｇ／ｍＬ,アフリベルセプト（遺伝子組換え）
7634,アイリーア硝子体内注射用キット４０ｍｇ／ｍＬ,アフリベルセプト（遺伝子組換え）
7635,ベオビュ硝子体内注射用キット１２０ｍｇ／ｍＬ,ブロルシズマブ（遺伝子組換え）
7636,ラニビズマブＢＳ硝子体内注射用キット１０ｍｇ／ｍＬ「センジュ」,ラニビズマブ（遺伝子組換え）［ラニビズマブ後続１］
7637,バビースモ硝子体内注射液１２０ｍｇ／ｍＬ,ファリシマブ（遺伝子組換え）
7638,トラベルミン注,ジフェンヒドラミン・ジプロフィリン
7639,テッペーザ点滴静注用５００ｍｇ,テプロツムマブ（遺伝子組換え）
